name,start_time,start_name,start_id,end_name,end_id,barcode_call
e52f94e5-3a70-48bb-b758-e75b0069d49d,2018-07-17T17:25:47Z,BC03,62.962963,BC08,65.384615,none
f80d8db4-03bc-4ae1-9c20-385699bc5c88,2018-07-17T17:25:45Z,BC11,100.0,BC01,62.962963,none
8b528edd-0e13-4833-abb7-c6f4e9a344a7,2018-07-17T17:25:44Z,BC05,77.777778,BC05,68.0,none
f041d347-1863-404a-8792-5fcbfd299d4f,2018-07-17T17:25:47Z,BC12,75.0,BC03,65.384615,none
40e53d8a-66bb-4988-afbe-acb6c3998a1b,2018-07-17T17:25:49Z,BC04,95.833333,BC11,66.666667,none
cf938567-cb20-428f-ab24-46db2d419332,2018-07-17T17:25:44Z,BC07,66.666667,BC10,68.0,none
693e2fa7-f818-4f6c-ab2d-d1868535cb49,2018-07-17T17:26:54Z,BC04,91.666667,BC03,66.666667,none
a193126a-109c-4c68-b306-79d04bd4464e,2018-07-17T17:26:56Z,BC06,100.0,BC11,65.384615,none
f5ca5ba6-b09f-4a7b-a041-2be7915873b0,2018-07-17T17:26:40Z,BC08,77.777778,BC07,64.285714,none
c3bbecad-5d6e-42b7-b7ae-bda508cc6739,2018-07-17T17:26:21Z,BC06,64.0,BC02,68.0,none
a8383655-6dbd-474b-9f7d-6c271de0232b,2018-07-17T17:26:45Z,BC06,95.833333,BC03,64.285714,none
7e27707b-0f4e-4551-a273-dff6169adc01,2018-07-17T17:26:34Z,BC08,75.0,BC01,70.833333,none
f01279e5-5685-4882-ab4b-1d2ce8b7a4b6,2018-07-17T17:26:38Z,BC06,69.230769,BC04,61.764706,none
da3328ab-5471-4ed0-be1c-ee535a44ddc6,2018-07-17T17:26:28Z,BC09,91.666667,BC05,69.230769,none
d0436f5c-cb2d-48e8-a6c0-418c931e9188,2018-07-17T17:26:25Z,BC02,83.333333,BC12,70.0,none
ee30d720-7ad0-46eb-9321-e2f0f0e04b37,2018-07-17T17:26:27Z,BC11,84.615385,BC07,68.0,none
2a874cc8-89a9-4f57-9b93-52448dcfdbfe,2018-07-17T17:26:55Z,BC07,70.833333,BC07,64.0,none
7ccc7f79-b265-4ad8-b1ea-62a87697ad31,2018-07-17T17:26:49Z,BC02,91.666667,BC01,67.857143,none
58b3c6d7-a88d-45b7-8678-79cf9e6e4bda,2018-07-17T17:26:41Z,BC06,88.0,BC04,62.5,none
183b5464-25ea-4007-b6dd-5124fa732d3f,2018-07-17T17:26:46Z,BC06,95.833333,BC01,71.428571,none
5de245a6-8ce2-451f-aaea-674be2e5efbb,2018-07-17T17:26:47Z,BC02,88.0,BC02,65.517241,none
1c5abdcb-2d9f-4b7a-b8a7-4fc4c382ae06,2018-07-17T17:26:37Z,BC02,84.0,BC12,70.37037,none
1fe3caa0-e996-4e7c-b9f5-b7de26d3336d,2018-07-17T17:26:46Z,BC06,96.0,BC10,67.741935,none
d77a90e0-dee0-46bd-9e45-185968b7259c,2018-07-17T17:26:31Z,BC02,87.5,BC03,72.0,none
aeee5929-2fe5-4f7f-8b4c-2b1c06e8597e,2018-07-17T17:26:50Z,BC02,29.166667,BC01,20.833333,none
83002741-8f62-4ddf-9c22-e16667ed3b72,2018-07-17T17:26:37Z,BC04,84.615385,BC11,66.666667,none
31e1af9d-1488-4a3f-883b-969527c4e85f,2018-07-17T17:26:49Z,BC02,87.5,BC06,64.0,none
f815c2f3-c3be-46b2-ada3-1d17119d6290,2018-07-17T17:26:47Z,BC09,95.833333,BC12,67.857143,none
744a4307-92e1-4aa3-a691-b2ab4141d253,2018-07-17T17:26:36Z,BC08,64.0,BC04,73.076923,none
1e64e960-446b-4e1f-9624-aadfd8598fd2,2018-07-17T17:26:36Z,BC06,76.666667,BC09,65.384615,none
b6c29219-3fa8-4cb8-a9e5-417ae66c2c6c,2018-07-17T17:26:56Z,BC07,81.481481,BC11,65.384615,none
60656dd3-33b8-4869-b76a-0b62f8134ffb,2018-07-17T17:26:48Z,BC02,92.0,BC05,63.333333,none
6ee5f463-8922-4937-a537-5af5ed3e0f72,2018-07-17T17:26:40Z,BC02,96.0,BC02,66.666667,none
7f42dd91-d989-4306-90ab-6bbd4daca8fe,2018-07-17T17:26:46Z,BC09,81.481481,BC09,76.923077,none
14346554-5d74-4048-9047-7ef62a585865,2018-07-17T17:26:49Z,BC02,100.0,BC02,80.769231,BC02
19f1127a-c472-4818-8c21-accf6928adeb,2018-07-17T17:26:15Z,BC04,68.965517,BC03,69.230769,none
7b523606-cb8f-4a8f-81e2-23181ab8a48b,2018-07-17T17:26:53Z,BC04,84.0,BC02,66.666667,none
4e246b75-20b8-437c-8715-2ef98833ad5a,2018-07-17T17:26:49Z,BC02,87.5,BC07,57.142857,none
57aa01e2-519d-4a1c-b9cb-0a8fb14805ac,2018-07-17T17:26:45Z,BC09,88.0,BC06,66.666667,none
e303e091-8e96-4c5c-b1ae-6057129cd230,2018-07-17T17:26:42Z,BC05,87.5,BC03,66.666667,none
53c182eb-1891-4ad9-b8fe-391e6b4c7067,2018-07-17T17:26:37Z,BC02,100.0,BC02,64.285714,none
8dec9807-d8e5-4fc8-871a-265dc4903890,2018-07-17T17:26:55Z,BC07,95.833333,BC02,65.384615,none
58fd5a42-6da0-4bb1-9be7-a667afef73a3,2018-07-17T17:26:52Z,BC06,95.833333,BC09,66.666667,none
a0ccbf88-ad74-40b4-8b13-6870f08ec410,2018-07-17T17:26:37Z,BC11,76.0,BC11,75.0,none
db5389ee-da30-4f4e-9ee5-8776303b78e4,2018-07-17T17:26:50Z,BC01,83.333333,BC02,70.0,none
a57d3862-5039-45fb-adfc-4d3131b6e24b,2018-07-17T17:26:35Z,BC02,76.0,BC11,68.965517,none
f9c3732a-a95a-4069-a6fe-70875698d13a,2018-07-17T17:26:37Z,BC04,92.0,BC07,61.111111,none
c12b2691-1d6e-4fed-a896-e6cf3f864b29,2018-07-17T17:26:33Z,BC04,69.230769,BC06,69.230769,none
39262cbe-caf3-415f-b385-88a230b96ffc,2018-07-17T17:26:46Z,BC02,87.5,BC07,63.333333,none
55310065-ec91-4976-bd41-78c2e0c958c2,2018-07-17T17:26:38Z,BC11,84.0,BC08,66.666667,none
b847f567-0eca-4830-8c03-2fee311ee86a,2018-07-17T17:26:54Z,BC06,91.666667,BC06,67.857143,none
7de3d6ee-9f3f-40a5-ad59-80481283abba,2018-07-17T17:26:51Z,BC07,91.666667,BC05,70.37037,none
50b9f547-4436-4b34-a537-b2985dae0a29,2018-07-17T17:26:44Z,BC02,96.0,BC01,67.857143,none
2396e483-964f-4320-9310-455e76f8a1de,2018-07-17T17:26:56Z,BC06,64.0,BC02,62.5,none
2d94a41c-92fa-415f-85b4-8c91da10d0c2,2018-07-17T17:26:38Z,BC04,81.481481,BC02,68.0,none
2207cd74-721c-4223-afa6-b57e8c48ea65,2018-07-17T17:26:39Z,BC02,76.923077,BC02,81.481481,none
fb7ccd7d-bacf-4be1-87ce-4ccfe8f78dff,2018-07-17T17:26:45Z,BC11,91.666667,BC11,70.833333,none
81c7cfce-80e0-4f77-8d4e-f816086770b2,2018-07-17T17:26:50Z,BC06,96.0,BC12,67.857143,none
05aea006-0a88-45c1-8632-3816d8399958,2018-07-17T17:26:44Z,BC08,65.384615,BC04,69.230769,none
33fc6ac0-56c7-42cf-bd09-e25de6876028,2018-07-17T17:26:33Z,BC04,91.666667,BC03,64.285714,none
673d8a80-429b-445e-af8a-f2342f121952,2018-07-17T17:26:49Z,BC09,73.076923,BC02,63.636364,none
b47b9300-5a3e-4224-bc3b-6bd2a97481b2,2018-07-17T17:25:45Z,BC12,64.285714,BC07,63.333333,none
aa312f1f-35f5-4519-8a39-6416985fa66a,2018-07-17T17:25:44Z,BC11,100.0,BC12,64.285714,none
e511aa8d-abea-49d4-ba16-3a3382a4f5b7,2018-07-17T17:25:46Z,BC02,95.833333,BC07,66.666667,none
9f062595-67ed-4677-9bae-bd62d6b7e99c,2018-07-17T17:25:45Z,BC06,88.888889,BC02,67.857143,none
38b43c77-59e1-4d7f-a1e4-93983bc48011,2018-07-17T17:25:44Z,BC10,64.285714,BC06,65.517241,none
aaa89212-f48b-4e7b-beba-6d613b70ee34,2018-07-17T17:26:33Z,BC02,96.0,BC03,72.0,none
5e9b1134-f21f-4593-8c0f-83a719a1c9b8,2018-07-17T17:26:42Z,BC08,91.666667,BC08,95.833333,BC08
c4357f6b-4aff-4dca-847c-1892f87405d2,2018-07-17T17:26:46Z,BC05,91.666667,BC02,69.230769,none
14066ccb-b0c4-454a-b75a-8bf3f58f1334,2018-07-17T17:26:43Z,BC11,92.307692,BC06,65.625,none
0e2aee0c-c317-422a-a99a-3c7e128128ab,2018-07-17T17:26:55Z,BC09,74.074074,BC10,70.833333,none
ef06d3f5-ffc8-4b4c-8bf7-42b27dd26660,2018-07-17T17:26:33Z,BC11,66.666667,BC11,69.230769,none
d6a00a3a-8f55-40b3-b35e-f424bf32eb26,2018-07-17T17:26:42Z,BC06,72.0,BC01,69.230769,none
fab702a9-c5aa-4b29-b2da-21745643c0aa,2018-07-17T17:26:45Z,BC08,59.375,BC02,61.538462,none
d1d08d8d-32a9-4149-948b-4c1b034deb95,2018-07-17T17:26:40Z,BC02,100.0,BC07,66.666667,none
bf3d8a59-daae-42b8-9eaa-a3a4c89b1e6c,2018-07-17T17:26:33Z,BC11,100.0,BC03,65.517241,none
4a47b2e3-0096-4495-8e36-618b0028f339,2018-07-17T17:26:49Z,BC08,91.666667,BC12,64.0,none
7a2c75d0-1ee6-4e56-b4a6-e651f1c8b51f,2018-07-17T17:26:50Z,BC09,70.37037,BC02,66.666667,none
ae3c81f6-a97d-4fdb-b3fc-4f7b4840948c,2018-07-17T17:26:29Z,BC02,88.0,BC10,62.962963,none
a5ecd0d0-fbff-48e6-91e4-b042c555cc4b,2018-07-17T17:26:40Z,BC12,88.0,BC02,68.0,none
87142ecb-cf1e-497f-a584-b3a50b1bcafd,2018-07-17T17:26:42Z,BC04,66.666667,BC03,66.666667,none
bd124807-9b6d-4834-b21e-ac0951273e9f,2018-07-17T17:26:36Z,BC04,84.0,BC09,65.384615,none
9942b50d-a975-4fa3-8d40-aac473ede3ca,2018-07-17T17:26:49Z,BC12,88.0,BC09,65.517241,none
8a7363db-aa5d-4000-83dc-63b5cb237a36,2018-07-17T17:26:56Z,BC12,75.0,BC08,64.0,none
c0240882-dc32-469c-9c2c-41dd6b3e04ed,2018-07-17T17:26:47Z,BC06,95.833333,BC03,65.384615,none
7e69d0aa-7040-4a4b-b77e-495bcc830bff,2018-07-17T17:26:45Z,BC02,80.0,BC11,65.384615,none
4cafdede-2f4b-43f8-a794-bd834b7757fe,2018-07-17T17:26:54Z,BC04,74.074074,BC04,66.666667,none
77f29684-7aa2-4a5e-a235-79e91bf103a1,2018-07-17T17:26:38Z,BC11,28.0,BC07,29.166667,none
9a1b56d8-0e36-4a95-b89e-d590986bae82,2018-07-17T17:26:53Z,BC06,95.833333,BC06,66.666667,none
210408dc-bd09-4280-ac85-c3ad7d3adbec,2018-07-17T17:26:25Z,BC12,69.230769,BC12,69.230769,none
7b261286-61b3-43bf-96fa-5118752a0dac,2018-07-17T17:26:28Z,BC08,75.0,BC09,68.0,none
8dd8d71a-e1a5-4e75-9499-2c1523123cb9,2018-07-17T17:26:37Z,BC06,100.0,BC03,64.285714,none
59dcd38d-2cba-495b-aaf6-917d6e2b41c6,2018-07-17T17:26:39Z,BC08,69.230769,BC09,64.0,none
9c41630b-ac6e-4cd7-a4f6-d4aa3ef37376,2018-07-17T17:26:40Z,BC06,76.923077,BC04,67.857143,none
6e5b2475-8f7d-4837-a637-867b1166e6ab,2018-07-17T17:26:49Z,BC09,88.461538,BC02,62.5,none
5c53f7da-eadd-4f56-8ee5-6a322de1c8d3,2018-07-17T17:26:47Z,BC02,91.666667,BC02,87.5,BC02
34f4fc64-f388-440f-a818-6b0741535eb5,2018-07-17T17:26:43Z,BC04,92.307692,BC10,67.857143,none
ae022ba0-d8d1-47a0-8b49-577fe036b772,2018-07-17T17:26:38Z,BC08,73.333333,BC12,72.0,none
92c7d6ee-94ba-408e-8bf1-744818915aa5,2018-07-17T17:26:40Z,BC12,52.0,BC04,42.307692,none
7c28692a-1890-4f63-92a5-3be65508a639,2018-07-17T17:26:27Z,BC08,74.074074,BC06,68.0,none
7809e9fd-292b-4afe-8c9c-ee553b138ec8,2018-07-17T17:26:36Z,BC11,75.0,BC02,68.0,none
b95eca61-1839-414d-b503-a8e025d61c7f,2018-07-17T17:26:45Z,BC07,100.0,BC07,73.076923,none
3afcc8b2-b39f-4fc8-aa9a-1982bdd06c25,2018-07-17T17:26:41Z,BC02,79.310345,BC03,68.0,none
8385e8fe-666b-4ae2-99e0-aa2205daaa11,2018-07-17T17:26:52Z,BC11,87.5,BC03,62.962963,none
a4d4e0ec-9a82-43cd-a9b3-dc2ddff3018f,2018-07-17T17:26:45Z,BC02,87.5,BC09,67.857143,none
65f0fdb1-ba55-4a7d-afea-bcaffa7fc1db,2018-07-17T17:26:54Z,BC09,91.666667,BC10,68.0,none
d3afc8fc-df27-4bda-a88a-a073efdfea95,2018-07-17T17:26:56Z,BC02,91.666667,BC03,66.666667,none
ce5b01b2-66ec-4245-b3f4-4bcc2d5da0ef,2018-07-17T17:26:53Z,BC08,84.615385,BC03,62.068966,none
6b925347-b78e-4107-a0c0-418702a25884,2018-07-17T17:26:39Z,BC06,95.833333,BC06,73.076923,none
1bafed34-2ae4-4855-af74-9de1ec3b63b0,2018-07-17T17:26:37Z,BC06,92.307692,BC09,72.0,none
4f2d84cd-2d94-4772-8e05-72aad68f7858,2018-07-17T17:26:54Z,BC11,83.333333,BC10,61.538462,none
500a682a-68be-463d-a67c-7f0b654432ad,2018-07-17T17:26:49Z,BC06,80.0,BC06,75.0,none
d6a59652-e206-492b-88b0-c5c25579879a,2018-07-17T17:26:46Z,BC07,20.833333,BC01,25.0,none
39173e31-ea7b-42fe-a2a6-1d010ae29f22,2018-07-17T17:26:52Z,BC05,92.307692,BC01,72.0,none
97f259be-3777-4f37-a1e1-900754189564,2018-07-17T17:26:29Z,BC11,96.0,BC03,65.384615,none
6e6ef0f2-965b-45c6-8c2a-50b278e7b729,2018-07-17T17:26:32Z,BC08,84.0,BC05,60.714286,none
795d49c6-4452-4807-a200-dcec92ba16e3,2018-07-17T17:26:50Z,BC03,20.833333,BC11,16.666667,none
35b99311-79f5-4c00-bcaf-53fab379caa5,2018-07-17T17:26:45Z,BC09,76.923077,BC06,65.384615,none
c71200ea-8d22-4420-9422-a9dce2efe3f1,2018-07-17T17:26:55Z,BC06,95.833333,BC11,66.666667,none
3b2d6b04-2e2e-4d8f-8e48-b034c5e1a4da,2018-07-17T17:26:33Z,BC02,88.461538,BC12,69.230769,none
9d901332-7172-4d1d-98ea-f3c2abc39862,2018-07-17T17:26:35Z,BC09,88.0,BC09,64.516129,none
8d3febe5-81fd-4b13-acd1-612a3a0a4f86,2018-07-17T17:26:56Z,BC04,92.0,BC05,68.0,none
25f9d66e-d9f5-47aa-a609-d71693d978ff,2018-07-17T17:26:29Z,BC08,84.0,BC09,64.285714,none
c713b380-4a3b-47be-b985-7d5c85f06f28,2018-07-17T17:25:44Z,BC09,62.5,BC05,66.666667,none
c14c2051-c9b9-4fb8-a7ee-348fa76c1add,2018-07-17T17:26:46Z,BC08,100.0,BC10,72.0,none
891b1161-82bf-4a75-a253-adc27ac5b9d0,2018-07-17T17:26:51Z,BC05,61.290323,BC04,72.0,none
889f5165-117f-41a5-95c0-c69e3039364e,2018-07-17T17:26:49Z,BC06,84.615385,BC07,58.62069,none
28a5fde6-8fa1-43ca-afae-1fdf18bbdbb5,2018-07-17T17:26:48Z,BC05,81.481481,BC12,66.666667,none
ec01bea3-cd43-47cf-a17e-df791379325a,2018-07-17T17:25:48Z,BC01,66.666667,BC02,70.833333,none
5c985bd4-60a9-42ac-9923-cfddaac6e168,2018-07-17T17:25:45Z,BC06,100.0,BC06,83.333333,BC06
